error, Description
110432, Error: Unable to register with the Health Monitoring Service: t
110433, Error: Unable to obtain ownership of the Transaction Log.
110434, Warning: Unable to unregister from the Health Monitoring Service: t
110440, Alert: The transaction logger is unable to load the native file driver to support the "oldPolicy" synchronous write policy. The transaction logger will use the Java file driver and the "newPolicy" policy instead, without any loss of reliability. It may be that WebLogic does not support native file I/O on this operating system. For information on synchronous write policies, refer to the weblogic.management.configuration.ServerMBean javadoc or console online help.
110441, Info: Opening transaction log with driver version "driverVersion" and synchronous write policy "policy". For information on synchronous write policies, refer to the weblogic.management.configuration.ServerMBean javadoc or console online help.
110442, Info: An administrative request was made to locally rollback the transaction associated with Xid xid
110443, Info: An administrative request was made to locally commit the transaction associated with Xid xid
110444, Info: An administrative request was made to globally commit the transaction associated with Xid xid.
110445, Info: An administrative request was made to globally commit the transaction associated with Xid xid.
110446, Error: The administrative request to locally rollback the transaction associated with Xid xid failed, because the transaction does not exist
110447, Error: The administrative request to locally commit the transaction associated with Xid xid failed because the transaction does not exist.
110448, Error: The administrative request to globally rollback the transaction associated with Xid xid failed because the transaction does not exist
110449, Error: The administrative request to globally commit the transaction associated with Xid xid failed because the transaction does not exist
110450, Error: The administrative request to locally rollback the transaction xid encountered an error t.
110451, Error: The administrative request to globally rollback the transaction xid encountered an error t.
110452, Error: The administrative request to locally commit the transaction xid encountered an error t.
110453, Error: The administrative request to globally commit the transaction xid encountered an error t.
110454, Error: The administrative request to locally rollback the transaction xid failed because the transaction is in an invalid state. tx
110455, Error: The administrative request to globally rollback the transaction xid failed because the transaction is in an invalid state. tx
110456, Error: The administrative request to locally commit the transaction xid failed because the transaction is in an invalid state. tx
110457, Error: The administrative request to globally commit the transaction xid failed because the transaction is in an invalid state. tx
110458, Error: The administrative request to globally rollback the transaction xid failed, because the coordinator url could not be contacted. t
110459, Error: The administrative request to globally commit the transaction xid failed, because the coordinator at url could not be contacted. t
110460, Error: The administrative request to globally rollback the transaction xid failed, because the coordinator does not support manual transaction resolution.
110461, Error: The administrative request to globally commit the transaction xid failed, because the coordinator does not support manual transaction resolution.
110462, Error: The administrative request to locally commit the transaction xid failed, because the transaction has been marked for rollback
110463, Error: The administrative request to globally commit the transaction xid failed, because the transaction has been marked for rollback.
110464, Error: The forced commit operation for transaction xid on resource resource was not performed, because the resource is busy.
110465, Error: The forced rollback operation for transaction xid on resource resource was not performed, because the resource is busy
110466, Info: The forced commit operation for transaction xid on resource resource was not performed, because the resource has already been committed.
110467, Info: The forced rollback operation for transaction xid on resource resource was not performed, because the resource has already been rolled back.
110468, Error: The forced commit operation for transaction xid on resource resource encountered an error. t
110469, Error: The forced rollback operation for transaction xid on resource resource encountered an error. t
110470, Error: User [principal] is not authorized to invoke a forced global rollback.
110471, Error: User [principal] is not authorized to invoke a forced global commit.
110472, Error: User [principal] is not authorized to invoke a forced local rollback.
110473, Error: User [principal] is not authorized to invoke a forced local commit.
110474, Error: Unable to advertise non-XA resource resourceName: t
110475, Error: User [principal] is not authorized to invoke commit on a non-XA resource transaction branch.
110476, Notice: The server has detected pending transactions during graceful shutdown. The server will wait for the pending transactions to complete before suspending the RMI service. A force shutdown command can be issued to shutdown the server immediately.
110477, Info: The unregisterResource operation for resource resourceName timed out after timeoutSeconds seconds.
110478, Warning: One-phase transaction [xid] is in an unknown state for logging resource [loggingResourceName]. The transaction operations either all rolled back, or all committed, or are blocked.\n Transaction detail: [tx].\n Root cause: [cause].
110479, Warning: Two-phase transaction [xid], with logging resource [loggingResourceName], is an unknown state. The transaction manager will periodically retry determining the state of the transaction every [retryInterval] seconds. When the state is determined, the remaining resources in the transaction will be either rolled back or committed accordingly.\n Transaction detail: [tx].\n Root cause: [cause].
110480, Notice: The transaction manager is completing logging resource [loggingResourceName] transaction [xid]. The transaction, which was previously in an unknown state, is now resolved and in the [iscommitted] state.
110481, Error: Logging resource [loggingResourceName] is unresponsive. The transaction manager request to determine the status of unresolved logging resource transactions, and has been blocked for [seconds] seconds.
110482, Critical: A logging last resource failed during initialization. The server cannot boot unless all configured logging last resources (LLRs) initialize. Failing reason: \nt\n
110483, Info: The JTA health state has changed from oldState to newState.
110484, Warning: The JTA health state has changed from oldState to newState with reason codes: reasons.
110485, Error: The JTA health state has changed from oldState to newState with reason codes: reasons.
110486, Warning: Transaction xid cannot complete commit processing because resource [resourceName] is unavailable. The transaction will be abandoned after secondsToAbandon seconds unless all resources acknowledge the commit decision.
110487, Warning: Transaction xid cannot complete rollback processing because the pending resource [resourceName] is unavailable. The transaction will be abandoned after secondsToAbandon seconds unless all resources acknowledge the rollback decision.
110488, Warning: The LLR resource(s) resourceList are not available and may contain transaction commit records required for recovery processing. Recovery of XA resources will not occur until these resources are deployed.
114089, Error: User [principal] is not authorized to invoke ackPrepare on a Coordinator.
110490, Error: User [principal] is not authorized to invoke Commit on a Coordinator.
110491, Error: User [principal] is not authorized to invoke AckPrePrepare on a Coordinator.
110492, Error: User [principal] is not authorized to invoke CheckStatus on a Coordinator.
110493, Error: User [principal] is not authorized to invoke AckCommit on a Coordinator.
110494, Error: User [principal] is not authorized to invoke NakCommit on a Coordinator.
110495, Error: User [principal] is not authorized to invoke AckRollback on a Coordinator.
110496, Error: User [principal] is not authorized to invoke NakRollback on a Coordinator.
110498, Error: User [principal] is not authorized to invoke BroadcastXAResourceRegistrationChange on a Coordinator.
110499, Error: User [principal] is not authorized to invoke BroadcastNonXAResourceRegistrationChangeon a Coordinator.
110500, Error: User [principal] is not authorized to invoke GetSubCoordinatorInfo on a SubCoordinator.
110501, Error: User [principal] is not authorized to invoke GetProperties on a SubCoordinator.
110502, Error: User [principal] is not authorized to invoke Recover on a SubCoordinator.
110503, Warning: The migrator(the AdminServer for manual JTA migration policy, or the Singleton Master for automatic JTA migration policy) is not available. Will skip JTA TRS failback because isStrictOwnershipCheck is [false]. This may lead to potencial TLOG corruption if TRS of serverName has been migrated to backup server and the backup server is accessing the TLOG of serverName. More safety can be achieved by setting isStrictOwnershipCheck to [true].
110504, Error: Error advertising TransactionSynchronizationRegistry object: t
110505, Error: An attempt was made to set an invalid TRANSACTION_COMPLETION_TIMEOUT_SECONDS_PROPERTY_KEY for transaction property: keys must be number and values must be between -1 and max value of integer.
111001, Info: The Transaction Manager is being started in standalone mode and will not be able to participate in distributed transactions.
111002, Info: The Transaction Manager is being started in distributed mode.
111003, Info: An error occurred while creating the transaction log persistent store: null
111004, Warning: Transaction Could not set CoordinatorURL to use AdminChannel downgrading t
111005, Info: An in-progress XA operation for transaction xidstr on resource resourceName could not complete within seconds seconds, or was interrupted. Allowing subsequent calls to proceed.
119000, Warning: One-phase transaction [xid] for logging last resource [loggingResourceName] is in an unknown state.
119001, Warning: Two-phase transaction [xid] for logging last resource [loggingResourceName] is in an unknown state.
119002, Critical: A logging last resource failed during initialization. The server cannot boot unless all configured logging last resources (LLRs) initialize. Failing reason: \nreason\n
119003, Critical: Logging last resource [resourceName] failed during initialization, as one of its records is corrupted. Failure reason: \nreason\n
119004, Error: The user preferred server of JTAMigratableTargetMBean [localServer] cannot be set to [configValue].
119005, Error: JTA sub-system failed. Server has to be force shutdown because it is in automatic JTA migration mode.
130000, Warning: Insertion of arg0 into XML entity cache rejected. Entity size, arg1, exceeded cache size, arg2.
130001, Warning: Entity cache appears to be broken. This impacts the performance of XML parsing.
130002, Warning: The entity that was just put in the cache cannot be retrieved: " arg0. Timeout may be too short.
130003, Error: Could not instantiate factory class specified in the server console. message
130006, Warning: XML cache warning for registry registry: Entry rejection due to entry being larger than the cache memory size. Entry: entry Entry memory size: memSize
130007, Info: XML cache event: memory purge of count entries of combined size combinedSize. Current memory usage is memUsage bytes.
130008, Info: XML cache event: disk purge of count entries of combined size combinedSize. Current disk usage is diskUsage bytes.
130009, Warning: XML cache warning for registry registry: Entry persist attempt rejected due to entry being larger than the cache disk size. Status changed to transient. Entry: entry Entry disk size: diskSize
130010, Info: XML cache event for registry registry: Entry added. Entry: entry Entry memory size: memSize StorageType: storageType Current memory usage (bytes): memUsage
130011, Info: XML cache event for registry registry: Entry deleted. Entry: entry Entry memory size: memSize Entry disk size: diskSize Current memory usage (bytes): memUsage Current disk usage (bytes): diskUsage
130012, Info: XML cache event for registry registry: Entry persisted. Entry: entry Entry disk size: diskSize Current disk usage (bytes): diskUsage
130013, Info: XML cache event for registry registry: Entry loaded. Entry: entry Entry memory size: memSize Current memory usage (bytes): memUsage
130014, Info: XML cache event: Statistics checkpointed.
130015, Info: XML cache event: cache created. Current memory usage (bytes): memUsage Current disk usage (bytes): diskUsage
130016, Info: XML cache event: cache loaded. Current memory usage (bytes): memUsage Current disk usage (bytes): diskUsage
130017, Info: XML cache event: Cache closed. Current disk usage (bytes): diskUsage
130018, Error: XML cache error: Cache file path is corrupted. Creating new cache from scratch.
130019, Error: XML cache error for registry registry: Entry file path is corrupted. Removing from cache. Entry: entry
130020, Error: XML cache error: Statistics file path is corrupted. Reinitializing. Previous statistics are lost.
130021, Error: XML cache error for registry registry: Entry file path cannot be written. Status changed to transient. Entry: entry
130022, Error: XML cache error: Cache file path cannot be written.
130023, Error: XML cache error: Statistics file path cannot be written. No futher cache statistics for this session.
130024, Error: XML cache error for registry registry: Out of memory loading entry. Entry removed from cache. Entry: entry File: path
130025, Error: XML cache error: Out of memory loading cache. Cache not opened. File: path
130026, Error: XML cache error: Out of memory loading statistics. File: path
130027, Warning: XML cache warning: The requested memory size of the XML cache, memSize, exceeds the available memory, freeMemory.
130028, Warning: XML cache warning: The requested memory size of the XML cache, memSize, is a large percentage of the available memory, freeMemory.
130029, Error: XML cache error: An unexpected error occurred in the XML cache. message
130030, Error: XML cache error for registry registry: The file, path, representing entry key cannot be read.
130031, Error: XML cache error: The cache file, path, cannot be read.
130032, Error: XML cache error: Statistics file path cannot be read.
130033, Error: Parser or DocumentBuilder cannot be created to satisfy the configuration requested. message
130034, Error: Failed to parse given XML document. message
130035, Error: Failed to open XML document. message
130036, Info: Initializing XMLRegistry.
130037, Info: Stack trace associated with message id follows: \n
130038, Debug: msg, the property is not accepted and will be ignored: property=value.
140000, Error: InvocationTargetException occurred while getting attribute attributeName on MBean mbean. Method: getter
140001, Error: An error occurred while getting attribute attributeName on MBean mbean. Method: getter. Exception: t.
140002, Error: InvocationTargetException occurred while setting attribute attributeName on MBean mbean to value value. Method: setter.
140003, Warning: Targets other than the server are currently not implemented: mbean
140004, Debug: Notification listener listener was unregistered for the MBean mbean. It became unregistered after throwing an exception handling notification notif.
140005, Notice: Loading domain configuration from configuration repository at filename.
140006, Error: Internal error. Failed to create trigger for saving configuration changes: th.
140007, Error: Internal error. Failed to fetch RepositoryMBean to save domain - th.
140008, Error: Internal error. Failed to save configuration changes to the configuration repository - th.
140009, Info: Configuration changes for the domain have been saved to the repository.
140010, Warning: An attribute in the MBean mbeanName refers to a non-existent MBean.
140012, Warning: Creating default domain domainName with default server serverName.
140013, Info: messageFromFormatter
141000, Error: Error occurred while initializing module moduleURI of application application from path path: message.
141001, Error: Error occurred while updating deployments on target target, component component, deployments: deploymnets.
141002, Error: Error occurred while creating application URL urlString.
141003, Error: Error occurred while parsing the application XML deployment descriptor for application application, loading from path path.
141004, Error: IOException occurred while opening application application, loading from path path.
141005, Error: IOException occurred while preparing exploded application application for deployment from path path.
141006, Error: Application application was not found at path.
141007, Error: Error occurred while preparing application component rootPath of application application for deployment: message (local path: localPath).
141008, Error: Error occurred while preparing application component uri of application application: t ((localPath: message).
141009, Error: Error occurred in the file distribution servlet while processing request type "request0", t1.
141010, Error: Error occurred in the file distribution servlet, and received an unacceptable request of type "request0".
141011, Error: The file distribution servlet failed to distribute security properties file, because the file was not found at the configured location: path.
141012, Error: An error occurred while deploying an installed application application on server server.
141013, Error: An occurred while deploying an application from directory file and file t.
141014, Error: An error occurred while cleaning up a temporary application directory directory.
141015, Error: Unable to create a temporary application directory directory.
141016, Error: An error occurred while deploying a loading application application.
141017, Error: The application manager deployed an application name and attempted to set the default Web application on the Web server webServerName. However, the Web server webServerName was not found.
141018, Error: The application manager tried to deploy the application name as a default Web application but did not find the correct components (1 Web Application) in the application: components
141019, Error: An error occurred while trying to deploy application application on attempt count.
141020, Error: An occurred while creating a domain log handler: t.
141021, Warning: The cluster property propName was ignored, because the server is not part of a cluster.
141022, Error: Management exception: msg.
141023, Error: An error occurred while setting the attribute value in MBean Proxy proxyName, method methodName with value value (unwrapped)
141024, Error: This is not an admin server. The server cannot refresh the managed server information.
141025, Error: The listen port in file filename line lineno:line was invalid.
141026, Error: The line lineno:line in file filename was badly formatted. The correct format is serverName;listenAddress;listenPort.
141027, Warning: While trying to perform managed server discovery, it was found that server serverName (running at listenAddress:listenPort) is no longer part of the active configuration.
141028, Warning: Unable to locate the managed server serverName on listen address listenAddress listen port listenPort.
141029, Warning: Unable to reconnect to the admin server running at adminUrl from this managed server, managedName.
141030, Notice: Starting discovery of the managed server. This feature is on by default. You can turn this off by passing -Dweblogic.management.discover=false.
141031, Info: Attempting managed server discovery for server serverName running at listenAddress:listenPort.
141032, Info: Registering managed server: serverName running at listenAddress:listenPort.
141033, Error: An error occurred while importing MBean value to server serverName.
141034, Info: Java system property: key = value.
141035, Warning: No components were found in application: file.
141036, Warning: An error occurred while creating domain RuntimeMBean: t.
141037, Error: The file distribution servlet failed to distribute the server certificate file, because the file was not found at the configured location: path.
141038, Error: The file distribution servlet failed to distribute the server certificate chain file, because the file was not found at the configured location: path.
141039, Info: MBean=(mbean) Attribute=(attribute) modified from (oldValue) to (newValue).
141040, Warning: The path attribute of application is invalid.
141041, Critical: Unable to deploy an internal management Web application - appname. Managed servers may be unable to start.
141042, Error: An error occurred while deploying an application name: t
141043, Error: An error occurred while deploying application appname located in directory dirname: t.
141044, Error: Deployment of application appname failed after count attempts: t.
141045, Warning: Deployment of Default Web App: msg failed.
141046, Warning: An error has been encountered while attempting to process the deployment descriptors for deployment uri. File not found: filename.
141047, Error: Deployment descriptor editing failed as it was unable to extract the EAR uri contents to edit the deployment descriptors from file filename.
141048, Error: Unable to read the deployment descriptors of module uri from file filename, e.
141049, Error: An error occurred while initializing module moduleURI of application application from path path: moduleURI does not exist. Other modules in this application targeted to the same server will not be deployed.
141050, Warning: Exceptions occurred while deleting application: application.
141051, Error: The operation failed with message: errorMessage.
141052, Info: The auto deployment poller has started.
141053, Info: The auto deployment poller has not started for the production server.
141054, Warning: This user is not allowed to set permissions on MBean: name.
141055, Warning: Failed to set attribute attrName to a value of attrValue on MBean name. The reported error was msg.
141056, Error: IOException occurred while opening application application. The path is NULL.
141057, Error: Unable to deploy application application as it was not loaded properly.
141058, Warning: An invalid root directory xmlValue was specified in the config.xml file. All configuration changes will be persisted to rootDir (from which the server is actually booted).
141059, Info: The admin server successfully contacted the managed server, for server serverName running at listenAddress:listenPort. See the managed server log to ensure that it was able to connect back to the admin server.
141060, Info: Reconnected to the admin server running at adminUrl from the managed server - serverName.
141061, Warning: The path attribute of path is invalid for application application.
141062, Error: This user does not have permissions to perform operation operation on MBean mbean. Method = whereOccurred, attribute = attribute
141063, Error: This user does not have permissions to perform operation operation on MBean mbean. Method: whereOccurred.
141064, Error: An error occurred while performing method operation on MBean mbean. Method = whereOccurred, attribute = attribute. Exception: t.
141065, Error: A ReflectionException has occurred: operation operation on MBean mbean. Method: whereOccurred, attribute attribute. Exception: t.
141066, Error: Attribute attribute for mbean MBean does not exist. Method: whereOccurred. Exception: e
141067, Emergency: The value attributeValue specified for the attributeName attribute is not valid. MBean: mbean. Method: whereOccurred. Exception: e.
141068, Warning: Component comp could not be added to application application, as it is configured at targets that are not compatible with the application.
141069, Error: The deployment request for application application was rejected due to incompatible targets. The application is configured for release rel.
141070, Error: Unable to create a runtime MBean for application, application.
141071, Error: The file distribution servlet failed to distribute the embedded LDAP initial replica data file, because the file was not found at the configured location: path
141072, Warning: AttributeChangeNotification methodName failed. The source of AttributeChangeNotification was not specified by its ObjectName.
141073, Info: Migration Task (taskName) - message
141074, Warning: message Failed to enable/disable AttributeChangeNotification for the className MBean. The error occurred in classAndMethod.
141075, Warning: An error occurred while retrieving the configuration file fileName from the admin server. Exception: t occurred.
141076, Error: No module with URI (moduleURI) was found in (appPath).
141077, Error: An error occurred during the parsing of descriptors for path. Exception e occurred.
141078, Error: A descriptor initialization error occurred for module module in EAR file earPath. Creation of the temporary file e failed.
141079, Error: An error occurred while attempting to contact the admin server at httpurl to obtain configuration information. Will attempt to to start an independent managed server. No server log is available. Exception was: t
141080, Info: A request has been received to force shut down of the server.
141081, Critical: The file distribution servlet failed to distribute the embedded LDAP initial replica data file due to the following error: msg
141082, Info: ServerRuntime:msge
141083, Info: msge
141084, Error: An error occurred while setting the debug category value for categoryName.
141085, Error: An error occurred while setting a debug filter value for filterName.
141086, Error: An error occurred while setting a value for attr.
141087, Info: Property: attr is not a recognized MBean attribute or special property used for Management. It is probably being used by subsystems and will continue to work as expected if it is a supported option.
141088, Error: Trying to initialize the admin server more than once.
141089, Info: Bootstrapping the server based on the WebLogic Server 6.x configuration directory structure.
141090, Warning: Unable to locate config.xml at : path. Will attempt to fabricate one based on defaults.
141091, Warning: -Dweblogic.Domain= is no longer a required command line option. If you do not pass it in the domain name, it can be inferred from the configuration file: path.
141092, Error: An unexpected error occurred in method for name.
141093, Error: An unexpected error occurred in postDeregister for name. The exception key is key.
141094, Error: An unexpected error occurred while initializing the application manager.
141095, Error: An unexpected error occurred while running the application poller.
141096, Error: A exception occurred while getting attribute attributeName on MBean objectName. Method: getter
141097, Error: An unexpected ClassNotFoundException occurred in DynamicMBeanImpl.listToArray.
141098, Error: An exception occurred while setting attribute attributeName on MBean objectName to value newValue. Method: setter
141099, Error: A migratable target error occurred for objectName.
141100, Warning: No DomainName was found in the configuration file. The default DomainName of name will be used.
141101, Warning: No DomainName was found in the configuration file defaulting to the DomainName passed in on command line, name.
141102, Error: Subject: subject does not have access to perform roleName actions.
141103, Notice: The managed server is shutting down, and the admin server is unavailable. message
141107, Info: Version: version
141108, Warning: Cannot create Abstract MBean of type a.
141109, Error: Failed to update attribute for configuration MBean objectName on server server. The specified MBean does not exist in the repository.
141110, Error: Failed to update attribute for configuration MBean objectName on server server. The value value is not valid for attribute attribute.
141111, Error: Failed to update attribute for the configuration MBean objectName on server server. exception
141112, Error: Failed to update attribute for the configuration MBean objectName on server server. The specified attribute does not exist.
141113, Error: The management subsystem was accessed prior to its initialization.
141114, Error: The URL URL specified to reconnect to the admin server was invalid.
141115, Error: An invalid attempt to reconnect was initiated by the admin server currentURL.
141116, Warning: The managed server serverName is unreachable.
141117, Warning: An invalid response code has been received from the admin server url, responseCode:message
141118, Emergency: An error was encountered while saving the configuration for objectName in the domain domainName.
141119, Error: An internal error occurred while saving the domain domain for the MBean objectName.
141120, Warning: Unable to reconnect to the managed server managedServerName with the reconnect URL managedServerURL.
141121, Info: The admin server is initiating a reconnect request to reconnectAdminURL. This managed server was booted with exitingAdminURL.
141122, Error: The MBean of type className could not be found.
141123, Debug: Debug message: msg
141124, Error: An invalid system property was specified while booting the server th.
141125, Warning: Unable to clone the boot user name and password on the remote start configuration for the newly created server.
141126, Warning: The configuration file configurationName is read only.
141127, Error: The JVMRuntimeMBean was not found due to th.
141128, Error: The JRockitRuntimeMBean was not found th.
141129, Error: The managed server server was contacted but could not complete the reconnect due to an unexpected error.
141130, Warning: The domain configuration version was not set for the domain domainName that is being started. (The current server version is version.)
141131, Notice: A deployment is in progress to the cluster to which this server belongs. Proceeding with the start up of this server may interfere with that deployment. This could in turn lead to unexpected application behavior. To avoid this situation, this server will wait for 15 seconds to give the deployment a chance to finish. After waiting, this server will retry connecting to the admin server to continue with its start up. If the deployment is not complete by that time, further retry attempts will be made until the deployment times out in retriesLeft seconds, after which the server proceeds with the start up.
141132, Debug: Dynamic invocation while executing action action on objectName MBean instance failed. The method method with signature sig was invoked with parameters as params.
141133, Error: The Name attribute cannot be modified after the MBean objectName has been created.
141134, Warning: The admin server contacted the managed server to reconnect to it while it was not in a RUNNING state.
141135, Error: The managed server discovery service could not be started on the admin server.
141136, Notice: No information found about managed servers that might be running. Hence no attempt is made to discover them.
141137, Error: Managed Server was attempting to boot in Managed Server Independence mode, but was unable to complete the boot process as the Managed Server was unable to locate the cached configuration file: file
141138, Warning: Managed Server serverName is disconnected from the admin server. This may be either due to a managed server getting temporarily partitioned or the managed server process exiting.
141139, Critical: Could not decrypt the attributeName attribute value of attributeValue from config.xml for domain domainName. If you have copied an encrypted attribute from a config.xml from another domain into the config.xml for domain domainName, change the encrypted attribute to its cleartext value then reboot the server. The attribute will be re-encrypted. Otherwise, change the EmbeddedLDAP and SecurityConfiguration Credentials to "", change all other encrypted attributes to their cleartext values, then reboot the server. New credentials will be generated and all encryptable attributes will be re-encrypted. The decryption failed with the exception exceptionText.
141140, Info: The managed server is going to contact the admin server at bootStrapUrl to check if there exists a running admin server at this URL.
141141, Warning: Failed to connect to an admin server running at url. The error message returned is msg.
141142, Notice: The managed server has successfully reconnected to an admin server running at adminUrl.
141143, Emergency: A null attribute info was found while localizing the MBean objectName. The MBI is mbi.
141144, Error: An error was encountered while replicating the fileName to server serverName. Reason: msg.
141145, Error: An attempt was made to connect to the Administration Server without credentials.
141146, Error: An attempt was made to connect to the Administration Server by the user userName and a password which does not match.
141147, Error: An attempt was made to upload a file to the Administration Server by the unauthorized user userName
141148, Error: An invalid attempt was made to download a resourceType resource from the Administration Server by the unauthorized user userName.
141149, Error: An invalid attempt was made to connect to the Administration Server with a salt of salt and a signature of signature, likely due to private key mismatch.
141150, Error: An error occurred while preparing application component uri of application application with HTTP response responseCode: message ).
141151, Emergency: The admin server could not be reached at url.
141152, Error: Error creating Converter: e
141153, Error: Error while checking for directories input: e
141154, Warning: No weblogic.properties to Convert in the specified root.
141155, Error: Error creating domain in Converter: e
141156, Error: Error converting server data: e
141157, Info: Startup Scripts for the Server have been created in dir
141158, Error: Error creating Startup Scripts for the new AdminServer: e
141159, Info: Converting type properties
141160, Warning: Source file source does not exist. Copy the file manually after conversion to targetDir.
141161, Info: Successfully copied source to targetDir.
141162, Warning: Failed to copy source. Copy the file manually after conversion to targetDir.
141163, Info: item name is name.
141164, Info: *************************************
141165, Warning: The server server does not belong to the cluster cluster.
141166, Info: This server does not belong to any cluster.
141167, Error: Error creating directory dir: e
141168, Warning: Unable to set the Targets for WebApp appName. Targets will be set to Admin Server by default. Error: e
141169, Warning: Not converting weblogic.system.helpPageURL as there is a link to the HelpPageURL from the console
141170, Warning: File notPEMFile is not in pem format and must be converted.
141171, Warning: The Converter was unable to locate securityFile. It must be copied to targetDir manually.
141172, Warning: Error reading realmType Realm properties: e
141173, Warning: realmType Realm properties not found.
141174, Warning: This version of the LDAPRealm is deprecated. Please use LDAPRealmV2 or greater.
141175, Error: Unable to convert the property property because it has an undesired value.
141176, Warning: Failed adding item to exlusive set.
141177, Warning: Error setting targets for root_WebApp: e
141178, Error: Cannot create a directory named name. A file by that name already exists.
141179, Error: Failed to create web.xml due to an internal error.
141180, Info: Creating webApp for the servlets registerd in the properties file.
141181, Error: The value value is incorrectly defined for the property property and cannot be converted.
141182, Warning: Failed to create file.
141183, Error: Ambiguous reference in the object referrer for the attribute attribute that resolved to resolved and also otherResolved
141184, Warning: The managed server could not unregister from the admin server as it was not reachable.
141185, Error: Property weblogic.Name must be specified when starting a WebLogic Managed Server via the Administration Server.
141186, Warning: User Guest has been disabled by default. If you would like to enable Guest, you should do it manually.
141187, Info: Java system properties are defined as follows: props
141188, Warning: An attempt was made to set the attribute attributeName on the mbean bean to the unresolved object name reference.
141189, Warning: Non-critical internal application name was not deployed. Error: message
141190, Critical: The commit phase of the configuration update failed with an exception:
141191, Warning: The prepare phase of the configuration update failed with an exception:
141192, Error: The read of the edit lock file failed with an exception:
141193, Error: The write of the edit lock file failed with an exception:
141194, Error: The registration of the configuration subsystem with the deployment subsystem failed failed with an exception:
141195, Error: The addOrRemote operation is not supported in 9.0
141196, Error: The managed server could not update the configuration files during the registration with the deployment service. The update failed due to an exception:
141197, Warning: The deployment of name failed.
141198, Warning: The undeployment of name failed.
141199, Critical: In the compatibility MBeanserver, the operation operation on the MBean name modified the configuration without starting an edit session and activating the changes.
141200, Info: Detected a domain which was created from an earlier release of WLS. The Domain will be upgraded to the current version release.
141201, Error: Unable to modify the configuration using the compatibility MBean server as other changes are pending. Activate the pending changes before modifying the configuration with the compatibility MBean server.
141202, Warning: The addition of bean key failed during the activate phase because of exception
141203, Warning: The addition of bean key failed during the activate phase because of exception
141204, Warning: The addition of bean key failed during the activate phase because of exception
141205, Warning: The removal of bean key failed during the activate phase because of exception
141206, Warning: The removal of bean key failed during the activate phase because of exception
141207, Warning: The removal of bean key failed during the activate phase because of exception
141208, Warning: The modification of property key failed during the activate phase because of exception
141209, Warning: The modification of property key failed during the activate phase because of exception
141210, Warning: The modification of property key failed during the activate phase because of exception
141211, Error: An attempt to initialize property key failed because of exception
141212, Error: An attempt to initialize property key failed because of exception
141213, Error: An attempt to initialize property key failed because of exception
141214, Error: The add of bean key failed. The exception encountered was exception
141215, Error: The add of bean key failed. The exception encountered was exception
141216, Error: The add of bean key failed. The exception encountered was exception
141217, Error: The removal of bean key failed. The exception encountered was exception
141218, Error: The removal of bean key failed. The exception encountered was exception
141219, Error: The removal of bean key failed. The exception encountered was exception
141220, Critical: A required class was not found while uprading your domain. This could be possible if you did not upgrade your security provider jars to confirm with WebLogic version 9.0. You can upgrade these providers via java weblogic.Upgrade -type securityproviders.
141221, Error: An error occurred while performing an undo of unactivated changes in the compatibility mbean server: t
141222, Error: Unable to download file uri for application application: message.
141223, Info: The server name name specified with -Dweblogic.Name does not exist. The configuration includes the following servers serverList.
141224, Warning: Admin Server is not reachable.
141225, Error: The delete of pending directory file filename failed.
141226, Warning: An invalid deployment service prepare callback with id identifier was received.
141227, Info: Making a backup copy of the configuration at path.
141228, Error: An attempt to backup the configuration to path failed with t.
141229, Notice: The upgrade process has been cancelled by the user. The server process will not be started.
141230, Warning: Could Not locate descriptor file for System Resource : name.
141231, Warning: Could Not register JSR object : t.
141232, Error: Could not decrypt the attributeName attribute value of attributeValue from the file filename. The edit session has been canceled. The decryption failed with the exception exceptionText.
141233, Error: Could not decrypt the edit lock file filename. The edit session has been canceled. The decryption failed with the exception exceptionText.
141234, Warning: A rollback of a dynamic change failed. The message for the failure is "msg". The cause of the exception is "cause".
141235, Info: command was issued remotely from hostAddress
141236, Error: The delete of configuration file filename failed.
141237, Warning: Extraneous text found in config.xml: txt
141238, Warning: A non-dynamic change has been made which affects the server server. This server must be rebooted in order to consume this change.
141239, Warning: The non-dynamic attribute attr on beanname has been changed. This may require redeploying or rebooting configured entities
141240, Error: Found version got config file. Expected version 9 or higher config file. This could happen if you attempt to boot from the config directory rather than the domain root.
141241, Error: Found version got config file. Expected pre-version 9 config file. This could happen if you attempt to boot from the config directory rather than the domain root.
141242, Error: Invalid config version found at location version = got
141243, Info: The property name in element type has been deprecated in version version - message
141244, Error: Schema validation errors while parsing file - msg
141245, Error: Schema Validation Error in file see log for details. Schema validation can be disabled by starting the server with the command line option: prop
141246, Error: The configuration directory dir does not exist.
141247, Error: The configuration directory dir does not exist and the admin server is not available.
141248, Error: The configuration directory path is missing the file file
141249, Error: The configuration directory path is missing the file file and the admin server is not available to download it.
141250, Error: A critical internal application name was not deployed. Error: message
141251, Warning: The attribute attr from the element element was introduced in version 9.0.0.0 or later and is not valid in pre-9.0 config.xml
141252, Error: The domain version, domainVersion, is greater than the release version, version, of this server.
141253, Warning: An error occurred while loading the configuration translator clazz : cause
141254, Info: Generating new domain directory in loc
141255, Info: Domain generation completed in milliseconds milliseconds.
141256, Error: A RuntimeException occurred while adding or removing a configuration element: t
141257, Error: An exception occurred while translating a configuration file: t
